Name,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40
100032.wav,-209.93577575683594,63.42263412475586,-123.69023895263672,-60.01919937133789,-14.457383155822754,-29.090639114379883,-4.251179218292236,12.419748306274414,12.739303588867188,9.05396556854248,-6.808077812194824,-2.136559009552002,-13.349952697753906,6.678025245666504,-3.144794464111328,-3.695392608642578,-15.768194198608398,-0.38718536496162415,-3.2507941722869873,6.490813255310059,-11.352612495422363,-7.688302516937256,5.416356563568115,-2.702993631362915,-6.2799811363220215,0.45257568359375,-3.8793387413024902,5.36968994140625,-6.664162635803223,-4.454916954040527,0.3972521722316742,8.100587844848633,-1.073054552078247,2.7207069396972656,-6.713975429534912,-1.879790186882019,2.012208938598633,-0.662541925907135,-1.898229956626892,1.3549518585205078
100263.wav,-449.3169860839844,111.76261138916016,-26.788602828979492,48.92859649658203,9.417835235595703,17.180988311767578,13.03664779663086,5.60997200012207,7.043274402618408,3.0318994522094727,-2.1704797744750977,11.296207427978516,1.9993042945861816,5.146091461181641,2.662473678588867,2.7100648880004883,-1.9440701007843018,3.249037027359009,-2.108423948287964,4.305025577545166,-1.0454686880111694,4.75015926361084,-0.9774458408355713,2.515322208404541,-1.8853628635406494,-0.21978925168514252,-2.2243640422821045,0.15471281111240387,-1.6948895454406738,-0.010210840962827206,-1.7487552165985107,0.3866245746612549,-2.307746648788452,0.5013614892959595,-2.5393238067626953,0.2371729165315628,-2.4006264209747314,0.49726197123527527,-1.777551293373108,0.26276183128356934
101729.wav,-223.0479736328125,29.681337356567383,33.74214172363281,26.333452224731445,-6.192379951477051,17.630043029785156,4.248096942901611,4.775557041168213,20.43224334716797,-5.086172103881836,10.404916763305664,1.7813419103622437,-5.6783342361450195,11.559481620788574,-7.471282005310059,7.875097274780273,5.087966442108154,-1.5232726335525513,6.337081432342529,-1.384690284729004,-1.743148684501648,3.944563627243042,-8.706308364868164,4.522928714752197,-4.616001605987549,0.7123738527297974,1.1279265880584717,1.6531175374984741,0.3030397891998291,2.562596559524536,-4.971172332763672,3.5106282234191895,-5.977389812469482,3.715271472930908,-4.438562393188477,2.604858636856079,-1.5617605447769165,2.9968347549438477,-2.870649814605713,2.667038917541504
101848.wav,-269.1553039550781,149.29721069335938,-1.1016639471054077,5.380012035369873,6.768493175506592,9.401382446289062,-12.211856842041016,2.9418692588806152,3.377765417098999,3.0366203784942627,-2.2689905166625977,3.4825029373168945,-2.10840106010437,-2.0744783878326416,-1.1783822774887085,-1.164310097694397,-5.132994174957275,1.0087755918502808,-2.9521193504333496,-0.20461778342723846,-3.7339999675750732,0.8149033784866333,-4.246500492095947,0.01122173573821783,-1.8976606130599976,2.299208402633667,-2.569554328918457,2.4317657947540283,-0.4247211813926697,3.026082754135132,-3.9921505451202393,1.6135495901107788,-1.6260818243026733,2.2392454147338867,-2.664609670639038,1.3346387147903442,-3.0548338890075684,0.8470811247825623,-1.8846344947814941,0.32194051146507263
102102.wav,-303.8361511230469,98.489990234375,-35.691139221191406,1.5347260236740112,-7.494329929351807,-6.188119888305664,0.7389405965805054,-7.255998134613037,2.3089187145233154,8.277207374572754,1.5353732109069824,12.872258186340332,-3.435718059539795,7.436133861541748,-1.9161735773086548,0.5733723640441895,-5.446018695831299,-2.264626979827881,-0.45647376775741577,3.7048375606536865,-3.162137746810913,4.380743503570557,-5.405007839202881,1.9162023067474365,-3.6963443756103516,5.154172420501709,-0.7718935012817383,1.825310468673706,-1.7571065425872803,1.2427361011505127,-3.3246009349823,-1.4108985662460327,-4.103965759277344,2.039057493209839,-2.3533859252929688,4.583197116851807,-1.6483970880508423,3.8828494548797607,0.9530701041221619,1.374232292175293
102103.wav,-297.3187561035156,81.72538757324219,-38.58185577392578,11.848925590515137,0.35606658458709717,-2.803178071975708,4.320775508880615,-4.375967025756836,0.8373388051986694,2.6848039627075195,-1.6760207414627075,10.645270347595215,-2.3049099445343018,8.384668350219727,-2.99993634223938,3.767624855041504,-3.4816291332244873,-0.5709024667739868,-2.100111246109009,1.5561045408248901,-4.750525951385498,4.629129409790039,-4.214529514312744,3.0666391849517822,-3.341355562210083,5.253641128540039,-1.4487133026123047,3.7524542808532715,-0.8135972023010254,0.539559543132782,-1.671404242515564,1.0974184274673462,-4.428933620452881,1.069877028465271,-3.326594829559326,1.5951107740402222,-2.7123470306396484,4.067455291748047,-1.5506234169006348,0.9356858730316162
102104.wav,-287.9396057128906,86.36064147949219,-40.36500549316406,15.193760871887207,-1.4179197549819946,-2.0927934646606445,-3.453778028488159,-0.637846827507019,6.834464073181152,0.11155569553375244,-1.8476570844650269,7.981359004974365,-2.155416965484619,2.7825615406036377,-1.7191309928894043,2.6380176544189453,-3.677947521209717,1.49789297580719,-3.8639185428619385,2.069948196411133,-5.100188255310059,3.2477028369903564,-5.525038242340088,2.575993299484253,-3.3391754627227783,2.0190489292144775,-2.5306167602539062,0.9756481051445007,-1.676944613456726,1.0605192184448242,-1.899790644645691,-0.2289034128189087,-3.9066197872161865,0.7414460182189941,-2.581111192703247,2.045398712158203,-2.1736083030700684,2.5560123920440674,0.10087107121944427,2.0314958095550537
102105.wav,-273.7164001464844,88.39958190917969,-47.34307861328125,7.452781677246094,-3.6913318634033203,-3.3402297496795654,0.24460536241531372,-4.386212348937988,6.985255718231201,3.901550769805908,-0.46544864773750305,10.082901000976562,-4.305269718170166,5.26595401763916,-4.888062477111816,1.7388474941253662,-2.713477849960327,2.772125482559204,-1.048108458518982,2.2435202598571777,-3.4766805171966553,2.5372090339660645,-4.777945041656494,3.0945613384246826,-2.5615761280059814,4.327235698699951,-0.7501567602157593,1.1339126825332642,-1.8873867988586426,1.5515775680541992,-1.4202204942703247,-0.6494987607002258,-3.323885679244995,0.9256595373153687,-2.5403738021850586,1.958485722541809,-1.3750137090682983,2.2548491954803467,-0.9692227244377136,1.5535162687301636
102106.wav,-277.9490966796875,89.0261459350586,-37.1223258972168,9.23634147644043,-2.4986705780029297,-9.288412094116211,2.8802106380462646,-1.191119909286499,4.174344539642334,7.985383987426758,5.9958930015563965,13.263092994689941,4.109734535217285,10.78783130645752,-3.8177907466888428,3.7554004192352295,-2.3147785663604736,-3.6940841674804688,-4.38021183013916,1.684634804725647,-7.898499011993408,3.9149248600006104,-3.949613332748413,3.6775717735290527,-0.5790027976036072,6.669844150543213,-0.6440935730934143,1.1691235303878784,-1.8168381452560425,0.5238999128341675,-3.9707794189453125,-1.1382585763931274,-2.5947329998016357,2.6758205890655518,-3.617832899093628,3.096689224243164,-3.9095993041992188,1.8343703746795654,-1.933379888534546,1.2600892782211304
102305.wav,-383.81011962890625,128.45155334472656,29.313243865966797,18.84698486328125,-6.675448894500732,0.9895964860916138,-3.2822659015655518,6.314258575439453,2.1871654987335205,5.393112659454346,-2.2782046794891357,1.045738697052002,1.9954404830932617,11.121936798095703,5.779063701629639,7.820590972900391,5.813187599182129,10.56050968170166,5.775755405426025,6.619240760803223,3.0617306232452393,4.079830646514893,-0.4022112786769867,2.4304723739624023,-0.3025891184806824,1.215705394744873,-0.6492029428482056,2.1667890548706055,0.2289508581161499,3.048509359359741,-0.2024647295475006,1.3396729230880737,0.2130269706249237,0.884925127029419,-1.041223406791687,0.3738858103752136,-1.3163197040557861,0.9875220060348511,0.030291980132460594,1.6318035125732422
102853.wav,-191.70433044433594,124.88175964355469,-27.423967361450195,-9.607622146606445,-14.848725318908691,12.9597806930542,1.5869596004486084,12.22680950164795,-3.7455782890319824,-2.270702838897705,-6.962591171264648,-0.3037855327129364,-10.56381607055664,-1.4872918128967285,-3.9389216899871826,-0.36544737219810486,-6.441661834716797,1.0706157684326172,-5.118136882781982,2.531716823577881,-2.6298933029174805,1.9969691038131714,-2.324716567993164,2.1571149826049805,-3.2080674171447754,3.046614408493042,-2.2751657962799072,0.7463701367378235,-3.0771734714508057,1.7577035427093506,-2.712651252746582,2.399566888809204,-3.6978371143341064,2.244048595428467,-2.9124093055725098,1.4343116283416748,-2.6574394702911377,-0.17338767647743225,-2.510709047317505,1.0015122890472412
102857.wav,-151.00225830078125,106.77243041992188,-14.192026138305664,12.304784774780273,6.158804416656494,19.780181884765625,8.082198143005371,29.173633575439453,12.014986038208008,8.992992401123047,0.3298449218273163,12.233248710632324,11.588293075561523,5.716766834259033,-2.209435224533081,5.026336193084717,5.880309581756592,2.293703079223633,-6.6258721351623535,10.688963890075684,8.976038932800293,4.298433780670166,-6.969475269317627,8.782567977905273,3.0171444416046143,6.037126064300537,3.6896700859069824,3.4921061992645264,2.646223545074463,4.170443058013916,2.3956716060638428,5.844650745391846,-3.94960880279541,-0.20239318907260895,4.206190586090088,8.807326316833496,1.824173092842102,5.186007976531982,-4.292069435119629,6.156856060028076
102858.wav,-210.5985107421875,102.35102844238281,-4.8972978591918945,19.373233795166016,11.772506713867188,17.830907821655273,3.419625997543335,14.423504829406738,8.826436042785645,14.124743461608887,10.428213119506836,14.357864379882812,5.573055267333984,3.3349106311798096,4.666475772857666,10.069365501403809,6.061219692230225,9.164703369140625,3.221827745437622,3.863048553466797,3.152108907699585,9.575185775756836,-2.061927556991577,3.431140899658203,5.711604118347168,11.49691104888916,3.4854445457458496,3.5834801197052,4.133124351501465,3.00946307182312,0.10538652539253235,4.62693452835083,0.4134567677974701,-1.597145438194275,-2.0067496299743652,3.613739252090454,-2.3638813495635986,-0.974655032157898,-0.5813374519348145,4.624937534332275
102871.wav,-224.2576141357422,135.0770263671875,-57.3902587890625,0.4528011679649353,-11.659163475036621,12.54969310760498,-14.790827751159668,1.8336725234985352,-11.610372543334961,-5.430202007293701,-3.650829553604126,2.9301578998565674,0.20017771422863007,3.1538000106811523,-5.171213150024414,-3.1062865257263184,-3.3919498920440674,10.447843551635742,-0.2792176604270935,-12.20551872253418,-19.932838439941406,3.869724750518799,10.581063270568848,1.7544310092926025,-11.44717788696289,0.5141406059265137,1.6746594905853271,-4.3617939949035645,-13.196317672729492,0.7425873279571533,5.481329441070557,4.652904987335205,-2.209228277206421,-1.0623329877853394,-3.117074966430664,3.636751174926758,0.0013639108510687947,-2.708118200302124,-4.4412031173706055,-3.2882423400878906
103074.wav,-200.1985321044922,98.4620361328125,-1.5832489728927612,27.9757080078125,-13.636248588562012,13.321141242980957,-5.799502372741699,8.056235313415527,1.2827433347702026,2.4735379219055176,-4.12883186340332,5.757546901702881,-1.5948469638824463,8.838920593261719,1.4050307273864746,2.130246639251709,-7.044235706329346,-0.2838664948940277,-6.114563941955566,4.583752155303955,0.7698637247085571,0.9337339401245117,1.2476750612258911,-0.7249867916107178,-1.6931984424591064,1.2528619766235352,-2.4528257846832275,0.23758600652217865,-2.028890371322632,2.48030161857605,-2.9366142749786377,0.9394168257713318,-3.860672950744629,-0.09092610329389572,-4.811127185821533,3.752952814102173,-3.0255305767059326,1.8042423725128174,-2.87873911857605,1.23960542678833
103249.wav,-336.0033874511719,152.7130889892578,-24.890710830688477,25.36333656311035,1.7756190299987793,20.100772857666016,11.419028282165527,16.88079071044922,13.204996109008789,12.41856861114502,1.3883631229400635,5.283854007720947,-5.538649082183838,-1.3191686868667603,-4.788300514221191,-0.3562535047531128,-1.7999000549316406,1.4958888292312622,-6.077607154846191,-3.9407923221588135,-3.963536500930786,-1.5793883800506592,-7.048441410064697,-3.9039711952209473,-8.040014266967773,-3.4756033420562744,-7.177464008331299,-2.732239246368408,-4.5806732177734375,-0.45811277627944946,-4.135261535644531,-2.209979772567749,-4.136919975280762,-2.0154566764831543,-3.7047228813171387,-0.571121871471405,-2.246035099029541,2.001032829284668,1.4500330686569214,2.3792457580566406
